Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Years,Price_Per_Unit_Weight,Item_MRP_Clusters
NCW05,20.25,Non Edible,0.148302815,Health and Hygiene,108.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2787.0388,NC,20,5.35278024691358,2nd
FDR23,15.85,Low Fat,0.081914677,Breads,177.637,OUT049,1999,Medium,Tier 1,Supermarket Type1,3352.303,FD,20,11.207381703470032,3rd
FDO34,17.7,Low Fat,0.029914022,Snack Foods,166.2816,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,FD,32,9.394440677966102,3rd
FDZ36,6.035,Regular,0.065771344,Baking Goods,185.324,OUT035,2004,Small,Tier 2,Supermarket Type1,3728.48,FD,15,30.708202154101077,3rd
FDX58,12.857645184135976,Low Fat,0.043551753,Snack Foods,184.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,7873.085,FD,34,14.349050495469706,3rd
NCJ18,12.35,Non Edible,0.163941937,Household,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,1540.6612,NC,22,9.474688259109312,2nd
FDP22,14.65,Regular,0.099692906,Snack Foods,50.9666,OUT017,2007,Small,Tier 2,Supermarket Type1,717.7324,FD,12,3.478948805460751,1st
FDH57,10.895,Low Fat,0.059834024,Fruits and Vegetables,133.5284,OUT010,1998,Small,Tier 3,Grocery Store,263.6568,FD,21,12.255933914639744,2nd
DRF51,15.75,Low Fat,0.166174549,Dairy,37.4506,OUT045,2002,Small,Tier 2,Supermarket Type1,1062.6168,DR,17,2.377815873015873,1st
FDD51,11.15,Low Fat,0.119930029,Dairy,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672,FD,15,3.970798206278027,1st
FDW04,8.985,Regular,0.057944376,Frozen Foods,131.531,OUT045,2002,Small,Tier 2,Supermarket Type1,1428.141,FD,17,14.638953811908738,2nd
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.841,OUT010,1998,Small,Tier 3,Grocery Store,193.082,FD,21,5.388693181818181,2nd
NCJ30,12.857645184135976,Non Edible,0.080249973,Household,168.679,OUT027,1985,Medium,Tier 3,Supermarket Type3,4923.591,NC,34,13.118965221417028,3rd
FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,FD,22,6.812593155893536,2nd
FDE41,9.195,Regular,0.064113698,Frozen Foods,86.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1183.7924,FD,20,9.413442088091355,2nd
DRD13,12.857645184135976,Low Fat,0.048841794,Soft Drinks,64.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,3068.0064,DR,34,5.0333322372162606,1st
NCC07,19.6,Non Edible,0.02394662,Household,106.9964,OUT035,2004,Small,Tier 2,Supermarket Type1,1788.3388,NC,15,5.459,2nd
FDE51,12.857645184135976,Regular,0.096000183,Dairy,43.7086,OUT027,1985,Medium,Tier 3,Supermarket Type3,1293.6494,FD,34,3.399424962661791,1st
NCG43,20.2,Non Edible,0.074177667,Household,93.2462,OUT013,1987,High,Tier 3,Supermarket Type1,1018.0082,NC,32,4.616148514851486,2nd
FDS59,12.857645184135976,Regular,0.04368089,Breads,110.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306.997,FD,34,8.56743193815256,2nd
FDV16,7.75,Regular,0.083268523,Frozen Foods,32.9558,OUT018,2009,Medium,Tier 3,Supermarket Type2,101.8674,FD,10,4.252361290322581,1st
FDC03,8.575,Regular,0.071832909,Dairy,194.1794,OUT035,2004,Small,Tier 2,Supermarket Type1,3316.3498,FD,15,22.644827988338193,3rd
FDV60,20.2,Regular,0.07048184085069402,Baking Goods,197.211,OUT013,1987,High,Tier 3,Supermarket Type1,3535.398,FD,32,9.762920792079209,3rd
FDJ60,19.35,Regular,0.062625641,Baking Goods,165.3184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1651.184,FD,20,8.543586563307493,3rd
FDX20,7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172,OUT045,2002,Small,Tier 2,Supermarket Type1,452.744,FD,17,30.57325186693822,4th
FDD17,7.5,Low Fat,0.07048184085069402,Frozen Foods,237.7906,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453,FD,15,31.705413333333336,4th
FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,2007,Small,Tier 2,Supermarket Type1,796.9626,FD,12,4.5121204819277105,1st
FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.663,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,FD,17,9.353014925373135,3rd
FDM25,10.695,Regular,0.060912865,Breakfast,173.8712,OUT018,2009,Medium,Tier 3,Supermarket Type2,4570.0512,FD,10,16.25724170172978,3rd
NCT42,5.88,Non Edible,0.02488732,Household,147.5392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,NC,22,25.09170068027211,3rd
FDT02,12.6,Low Fat,0.024194731,Dairy,36.1874,OUT046,1997,Small,Tier 1,Supermarket Type1,423.4488,FD,22,2.8720158730158727,1st
FDV34,10.695,Regular,0.01141595,Snack Foods,74.0038,OUT013,1987,High,Tier 3,Supermarket Type1,1034.6532,FD,32,6.91947639083684,2nd
NCR41,17.85,Non Edible,0.018023997,Health and Hygiene,95.9094,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,NC,22,5.3730756302521,2nd
FDT31,19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,FD,10,9.52340253164557,3rd
FDF33,7.97,Low Fat,0.036045991,Seafood,107.5596,OUT010,1998,Small,Tier 3,Grocery Store,431.4384,FD,21,13.49555834378921,2nd
NCU29,12.857645184135976,Non Edible,0.044607722,Health and Hygiene,145.976,OUT019,1985,Small,Tier 1,Grocery Store,585.904,NC,34,11.353245318987971,3rd
NCB55,15.7,Non Edible,0.16098885,Household,57.8562,OUT045,2002,Small,Tier 2,Supermarket Type1,651.8182,NC,17,3.685108280254777,1st
NCU18,15.1,Non Edible,0.055793586,Household,139.7496,OUT013,1987,High,Tier 3,Supermarket Type1,3952.1888,NC,32,9.254940397350992,3rd
FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95,FD,10,25.226244343891402,3rd
NCI29,8.6,Non Edible,0.032687702,Health and Hygiene,140.9154,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232,NC,17,16.38551162790698,3rd
FDL03,12.857645184135976,Regular,0.026949463,Meat,197.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,4910.275,FD,34,15.37692144778889,3rd
NCQ06,13.0,Non Edible,0.041909345,Household,255.0014,OUT045,2002,Small,Tier 2,Supermarket Type1,5865.0322,NC,17,19.615492307692307,4th
FDY31,5.98,Low Fat,0.04363058,Fruits and Vegetables,148.2418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598,FD,20,24.789598662207357,3rd
DRI03,6.03,Low Fat,0.07048184085069402,Dairy,175.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,DR,20,29.03860696517413,3rd
FDL38,13.8,Regular,0.014793124,Canned,88.5172,OUT018,2009,Medium,Tier 3,Supermarket Type2,2408.8644,FD,10,6.414289855072464,2nd
FDR37,12.857645184135976,Regular,0.065928735,Breakfast,183.0292,OUT027,1985,Medium,Tier 3,Supermarket Type3,8209.314,FD,34,14.235048282855491,3rd
FDT59,12.857645184135976,Low Fat,0.01583438,Breads,228.5668,OUT027,1985,Medium,Tier 3,Supermarket Type3,3225.1352,FD,34,17.776723243382886,4th
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,271.6464,FD,22,2.1339006211180123,1st
NCX53,20.1,Non Edible,0.014925407,Health and Hygiene,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,3545.385,NC,32,7.135094527363184,3rd
FDZ12,9.17,Low Fat,0.102893121,Baking Goods,141.947,OUT013,1987,High,Tier 3,Supermarket Type1,4008.116,FD,32,15.479498364231189,3rd
NCT05,10.895,Non Edible,0.020951848,Health and Hygiene,255.3672,OUT046,1997,Small,Tier 1,Supermarket Type1,767.0016,NC,22,23.438935291418083,4th
FDW38,5.325,Regular,0.07048184085069402,Dairy,55.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,485.3682,FD,15,10.484469483568075,1st
FDD33,12.85,Low Fat,0.108102606,Fruits and Vegetables,233.3642,OUT013,1987,High,Tier 3,Supermarket Type1,3950.1914,FD,32,18.16063813229572,4th
FDV39,12.857645184135976,Low Fat,0.07048184085069402,Meat,196.8426,OUT019,1985,Small,Tier 1,Grocery Store,593.2278,FD,34,15.309381864329902,3rd
DRE25,15.35,Low Fat,0.073697713,Soft Drinks,91.912,OUT017,2007,Small,Tier 2,Supermarket Type1,559.272,DR,12,5.987752442996743,2nd
FDC59,16.7,Regular,0.091437584,Starchy Foods,64.3168,OUT010,1998,Small,Tier 3,Grocery Store,127.8336,FD,21,3.851305389221557,1st
FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.951,OUT046,1997,Small,Tier 1,Supermarket Type1,1644.526,FD,22,4.883533834586466,1st
NCP50,12.857645184135976,Non Edible,0.035997636,Others,78.6618,OUT019,1985,Small,Tier 1,Grocery Store,80.5618,NC,34,6.11790097435995,2nd
FDS33,6.67,Regular,0.12332588,Snack Foods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,974.0654,FD,32,13.530944527736132,2nd
FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,FD,20,9.368185365853659,3rd
FDF29,15.1,Regular,0.019930418,Frozen Foods,131.531,OUT035,2004,Small,Tier 2,Supermarket Type1,2856.282,FD,15,8.710662251655629,2nd
NCF30,17.0,Non Edible,0.126244059,Household,124.6362,OUT046,1997,Small,Tier 1,Supermarket Type1,3900.9222,NC,22,7.331541176470588,2nd
FDI50,8.42,Regular,0.030905215,Canned,227.6352,OUT045,2002,Small,Tier 2,Supermarket Type1,2748.4224,FD,17,27.0350593824228,4th
FDD56,15.2,Regular,0.104365283,Fruits and Vegetables,177.1054,OUT017,2007,Small,Tier 2,Supermarket Type1,3151.8972,FD,12,11.65167105263158,3rd
NCN41,17.0,Non Edible,0.087387669,Health and Hygiene,125.073,OUT010,1998,Small,Tier 3,Grocery Store,369.519,NC,21,7.357235294117647,2nd
FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806,OUT017,2007,Small,Tier 2,Supermarket Type1,1071.938,FD,12,2.7162499999999996,1st
FDL26,18.0,Low Fat,0.073306615,Canned,155.0972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3894.93,FD,20,8.61651111111111,3rd
NCB30,14.6,Non Edible,0.043021542,Household,196.9084,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,NC,21,13.486876712328767,3rd
FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,2007,Small,Tier 2,Supermarket Type1,2498.0816,FD,12,15.416758620689654,2nd
NCK19,9.8,Non Edible,0.090834158,Others,192.2478,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068.7038,NC,10,19.617122448979593,3rd
NCR38,12.857645184135976,Non Edible,0.19875618,Household,250.7724,OUT019,1985,Small,Tier 1,Grocery Store,251.6724,NC,34,19.50375799056954,4th
FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,1997,Small,Tier 1,Supermarket Type1,950.7624,FD,22,5.428685314685315,2nd
FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,FD,22,14.311747747747749,3rd
FDC45,17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,2002,Small,Tier 2,Supermarket Type1,1711.106,FD,17,10.100623529411765,3rd
FDU27,18.6,Regular,0.17174348,Meat,48.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1294.3152,FD,20,2.6256774193548384,1st
FDS09,8.895,Regular,0.08154715,Snack Foods,49.8008,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012,FD,12,5.598740865654863,1st
DRE13,12.857645184135976,Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2529.3742,DR,34,6.736832348342702,2nd
FDV15,10.3,Low Fat,0.146767897,Meat,102.3648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.972,FD,10,9.938330097087379,2nd
FDH26,19.25,Regular,0.03467086,Canned,141.8496,OUT013,1987,High,Tier 3,Supermarket Type1,2399.5432,FD,32,7.36881038961039,3rd
FDI22,12.6,Low Fat,0.09619424,Snack Foods,210.8612,OUT035,2004,Small,Tier 2,Supermarket Type1,1254.3672,FD,15,16.735015873015872,4th
FDJ26,15.3,Regular,0.08511049,Canned,215.7218,OUT018,2009,Medium,Tier 3,Supermarket Type2,1923.4962,FD,10,14.099464052287582,4th
FDD26,12.857645184135976,Regular,0.1263349,Canned,184.0924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,FD,34,14.317738385496666,3rd
NCI55,12.857645184135976,Non Edible,0.012592289,Household,123.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4751.8146,NC,34,9.592845208715287,2nd
FDA35,12.857645184135976,Regular,0.05357685,Baking Goods,122.2072,OUT027,1985,Medium,Tier 3,Supermarket Type3,3552.7088,FD,34,9.504633099596008,2nd
FDN21,18.6,Low Fat,0.077168705,Snack Foods,160.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,1611.236,FD,10,8.635677419354838,3rd
NCM43,14.5,Non Edible,0.032597778,Others,163.621,OUT010,1998,Small,Tier 3,Grocery Store,815.605,NC,21,11.284206896551725,3rd
FDD09,13.5,Low Fat,0.021583971,Fruits and Vegetables,179.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2173.1712,FD,10,13.303525925925927,3rd
FDI24,10.3,Low Fat,0.078903499,Baking Goods,177.637,OUT045,2002,Small,Tier 2,Supermarket Type1,4234.488,FD,17,17.24631067961165,3rd
NCN41,12.857645184135976,Non Edible,0.091411749,Health and Hygiene,121.373,OUT019,1985,Small,Tier 1,Grocery Store,369.519,NC,34,9.439753412215207,2nd
NCT53,12.857645184135976,Non Edible,0.084245356,Health and Hygiene,164.6526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,NC,34,12.805813011790972,3rd
FDQ47,7.155,Regular,0.281509514,Breads,33.8874,OUT010,1998,Small,Tier 3,Grocery Store,35.2874,FD,21,4.7361844863731655,1st
NCD42,16.5,Non Edible,0.012689327,Health and Hygiene,39.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,227.7036,NC,10,2.4091272727272726,1st
FDI21,5.59,Regular,0.094741514,Snack Foods,63.1168,OUT010,1998,Small,Tier 3,Grocery Store,191.7504,FD,21,11.291019677996422,1st
FDS48,15.15,Low Fat,0.046496777,Baking Goods,149.6708,OUT010,1998,Small,Tier 3,Grocery Store,300.9416,FD,21,9.879260726072609,3rd
FDW50,13.1,Low Fat,0.076005548,Dairy,166.1158,OUT017,2007,Small,Tier 2,Supermarket Type1,1169.8106,FD,12,12.680595419847329,3rd
FDO37,8.06,Low Fat,0.07048184085069402,Breakfast,232.7326,OUT018,2009,Medium,Tier 3,Supermarket Type2,3696.5216,FD,10,28.87501240694789,4th
FDS04,10.195,Regular,0.07048184085069402,Frozen Foods,139.5838,OUT018,2009,Medium,Tier 3,Supermarket Type2,4495.4816,FD,10,13.691397743992152,3rd
FDP38,10.1,Low Fat,0.053732324,Canned,49.8008,OUT010,1998,Small,Tier 3,Grocery Store,303.6048,FD,21,4.930772277227724,1st
NCF06,6.235,Non Edible,0.033807904,Household,258.9962,OUT010,1998,Small,Tier 3,Grocery Store,258.9962,NC,21,41.539085805934235,4th
FDR35,12.5,Low Fat,0.020782036,Breads,198.3742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.9646,FD,10,15.869936000000001,3rd
FDB04,11.35,Regular,0.063173691,Dairy,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1494.0552,FD,32,7.593444933920704,2nd
FDK16,9.065,Low Fat,0.115563679,Frozen Foods,96.0094,OUT045,2002,Small,Tier 2,Supermarket Type1,1713.7692,FD,17,10.591218974076117,2nd
FDM57,11.65,Regular,0.076278201,Snack Foods,85.1908,OUT017,2007,Small,Tier 2,Supermarket Type1,671.1264,FD,12,7.312515021459227,2nd
FDF45,18.2,Regular,0.012223687,Fruits and Vegetables,57.1904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1640.5312,FD,20,3.14232967032967,1st
FDH04,6.115,Regular,0.011419301,Frozen Foods,91.0488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784,FD,10,14.889419460343417,2nd
FDL25,6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,2009,Medium,Tier 3,Supermarket Type2,183.7608,FD,10,13.089653179190751,2nd
FDK40,7.035,Low Fat,0.021883368,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829,FD,20,37.49694385216773,4th
FDV46,18.2,Low Fat,0.012607876,Snack Foods,139.818,OUT046,1997,Small,Tier 1,Supermarket Type1,1398.18,FD,22,7.682307692307694,3rd
FDU31,10.5,Regular,0.025041738,Fruits and Vegetables,218.7508,OUT045,2002,Small,Tier 2,Supermarket Type1,3255.762,FD,17,20.833409523809525,4th
NCQ53,17.6,Non Edible,0.018934719,Health and Hygiene,237.759,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.385,NC,20,13.50903409090909,4th
FDD09,12.857645184135976,Low Fat,0.021392306,Fruits and Vegetables,182.0976,OUT027,1985,Medium,Tier 3,Supermarket Type3,6157.3184,FD,34,14.162593335883598,3rd
FDY19,19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,OUT045,2002,Small,Tier 2,Supermarket Type1,2828.3184,FD,17,5.901093670886076,2nd
FDI33,16.5,Low Fat,0.028395167,Snack Foods,91.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2462.7942,FD,32,5.558460606060606,2nd
FDG08,13.15,Regular,0.165221717,Fruits and Vegetables,172.0764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,FD,32,13.085657794676806,3rd
FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,2004,Small,Tier 2,Supermarket Type1,2026.0294,FD,15,14.889505703422055,2nd
FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432,FD,10,4.041912195121951,2nd
FDB09,16.25,Low Fat,0.057629899,Fruits and Vegetables,123.9046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1120.5414,FD,10,7.624898461538462,2nd
FDI22,12.6,Low Fat,0.096212432,Snack Foods,207.2612,OUT046,1997,Small,Tier 1,Supermarket Type1,4390.2852,FD,22,16.449301587301587,4th
FDX24,12.857645184135976,Low Fat,0.024387984,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924,FD,34,7.18997908839964,2nd
FDE09,8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,994.7052,FD,17,12.48123076923077,2nd
FDJ57,7.42,Regular,0.021573645,Seafood,184.6582,OUT046,1997,Small,Tier 1,Supermarket Type1,5015.4714,FD,22,24.88654986522911,3rd
DRC49,8.67,Low Fat,0.065424208,Soft Drinks,145.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,2444.8176,DR,15,16.818085351787776,3rd
FDU19,8.77,Regular,0.046866331,Fruits and Vegetables,170.5422,OUT045,2002,Small,Tier 2,Supermarket Type1,1551.9798,FD,17,19.446088939566707,3rd
FDU43,19.35,Regular,0.07048184085069402,Fruits and Vegetables,238.6564,OUT013,1987,High,Tier 3,Supermarket Type1,3575.346,FD,32,12.333664082687337,4th
FDA50,16.25,Low Fat,0.087102593,Dairy,96.041,OUT013,1987,High,Tier 3,Supermarket Type1,868.869,FD,32,5.910215384615384,2nd
NCM29,11.5,Non Edible,0.01774202,Health and Hygiene,129.6626,OUT017,2007,Small,Tier 2,Supermarket Type1,1836.2764,NC,12,11.275008695652174,2nd
FDQ13,11.1,Low Fat,0.010632752,Canned,82.5908,OUT013,1987,High,Tier 3,Supermarket Type1,1510.0344,FD,32,7.440612612612613,2nd
FDB26,12.857645184135976,Regular,0.031116081,Canned,55.264,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656,FD,34,4.298143183184574,1st
FDI21,5.59,Regular,0.05671761,Snack Foods,62.9168,OUT045,2002,Small,Tier 2,Supermarket Type1,1406.1696,FD,17,11.255241502683363,1st
FDV25,12.857645184135976,Low Fat,0.079931185,Canned,219.7456,OUT019,1985,Small,Tier 1,Grocery Store,884.1824,FD,34,17.09065671458461,4th
FDQ23,6.55,Low Fat,0.024505418,Breads,102.9332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,FD,32,15.714992366412215,2nd
FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.2594,OUT010,1998,Small,Tier 3,Grocery Store,1046.6376,FD,21,38.14005839416059,4th
NCO42,21.25,Non Edible,0.024693927,Household,144.1102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1749.7224,NC,20,6.781656470588235,3rd
FDQ13,12.857645184135976,Low Fat,0.010590075,Canned,84.6908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,FD,34,6.586804876564274,2nd
FDU47,12.8,Regular,0.190569038,Breads,138.7838,OUT010,1998,Small,Tier 3,Grocery Store,280.9676,FD,21,10.842484375,3rd
FDW57,8.31,Regular,0.07048184085069402,Snack Foods,177.4028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616,FD,22,21.348110709987967,3rd
DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,1997,Small,Tier 1,Supermarket Type1,3056.022,DR,22,14.80710743801653,3rd
FDW28,12.857645184135976,Low Fat,0.088394115,Frozen Foods,194.7452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5872.356,FD,34,15.146257126482274,3rd
NCN42,20.25,Non Edible,0.07048184085069402,Household,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,NC,32,7.192187654320987,3rd
FDR60,12.857645184135976,Low Fat,0.129783577,Baking Goods,78.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.0264,FD,34,6.084535611273923,2nd
FDO09,12.857645184135976,Regular,0.07048184085069402,Snack Foods,262.891,OUT019,1985,Small,Tier 1,Grocery Store,788.973,FD,34,20.446278944169364,4th
FDX45,16.75,Low Fat,0.07048184085069402,Snack Foods,156.163,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.334,FD,22,9.323164179104479,3rd
FDH27,7.075,Low Fat,0.058465268,Dairy,145.3128,OUT045,2002,Small,Tier 2,Supermarket Type1,1869.5664,FD,17,20.538911660777387,3rd
FDO08,11.1,Regular,0.053765212,Fruits and Vegetables,163.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.9786,FD,15,14.698432432432433,3rd
FDG10,6.63,Regular,0.01098386,Snack Foods,55.4588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528,FD,10,8.364826546003016,1st
FDZ40,8.935,Low Fat,0.040245222,Frozen Foods,54.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1348.245,FD,20,6.147711247901511,1st
FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435,OUT017,2007,Small,Tier 2,Supermarket Type1,499.35,FD,12,6.482041587901702,1st
FDZ46,7.485,Low Fat,0.069231189,Snack Foods,112.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1215.7508,FD,20,14.979665998663993,2nd
FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.3724,OUT018,2009,Medium,Tier 3,Supermarket Type2,755.0172,FD,10,26.670778947368422,4th
NCW53,18.35,Non Edible,0.030542489,Health and Hygiene,193.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1,2693.8268,NC,20,10.524043596730245,3rd
FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288,FD,20,9.45068342498036,1st
FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,4231.8248,FD,20,13.43572972972973,3rd
NCQ05,11.395,Non Edible,0.07048184085069402,Health and Hygiene,149.2708,OUT017,2007,Small,Tier 2,Supermarket Type1,2407.5328,NC,12,13.099675296182538,3rd
FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448,FD,10,26.2989186457807,4th
NCJ17,7.68,Non Edible,0.153419412,Health and Hygiene,86.4224,OUT017,2007,Small,Tier 2,Supermarket Type1,511.3344,NC,12,11.252916666666666,2nd
NCY29,13.65,Non Edible,0.077219509,Health and Hygiene,56.493,OUT035,2004,Small,Tier 2,Supermarket Type1,509.337,NC,15,4.138681318681319,1st
NCQ18,15.75,Non Edible,0.13504726,Household,98.57,OUT035,2004,Small,Tier 2,Supermarket Type1,2496.75,NC,15,6.258412698412698,2nd
FDS02,10.195,Regular,0.146094132,Dairy,196.1794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2926.191,FD,20,19.24270720941638,3rd
NCK31,10.895,Non Edible,0.027157955,Others,50.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,820.2656,NC,10,4.613731069297843,1st
FDH60,12.857645184135976,Regular,0.080346058,Baking Goods,195.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,FD,34,15.221371969532354,3rd
FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3034,OUT046,1997,Small,Tier 1,Supermarket Type1,777.6544,FD,22,2.7290056497175144,1st
DRF37,17.25,Low Fat,0.084316691,Soft Drinks,263.391,OUT035,2004,Small,Tier 2,Supermarket Type1,6311.784,DR,15,15.26904347826087,4th
FDN21,18.6,Low Fat,0.076791671,Snack Foods,161.0236,OUT013,1987,High,Tier 3,Supermarket Type1,3705.8428,FD,32,8.657182795698924,3rd
FDM14,13.8,Low Fat,0.01326146,Canned,108.0254,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6778,FD,15,7.827927536231884,2nd
FDO08,11.1,Regular,0.07048184085069402,Fruits and Vegetables,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.4312,FD,10,14.914648648648651,3rd
FDS27,10.195,Regular,0.012528611,Meat,195.111,OUT017,2007,Small,Tier 2,Supermarket Type1,3731.809,FD,12,19.137910740559096,3rd
DRM59,5.88,Low Fat,0.003597678,Hard Drinks,153.8998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2922.1962,DR,20,26.173435374149662,3rd
NCO29,11.15,Non Edible,0.032438645,Health and Hygiene,163.0526,OUT017,2007,Small,Tier 2,Supermarket Type1,2302.3364,NC,12,14.623551569506727,3rd
FDC32,12.857645184135976,Low Fat,0.173527068,Fruits and Vegetables,92.0462,OUT019,1985,Small,Tier 1,Grocery Store,277.6386,FD,34,7.158869192748333,2nd
DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924,DR,10,12.242706896551724,3rd
FDI14,12.857645184135976,Low Fat,0.089243504,Canned,139.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,1976.0944,FD,34,10.830101313715593,3rd
